SESSIONID,USERID,REQUESTMONTH,REQUESTEDURL,day,hour,eps10,eps300,eps001
1286947,1286947,1,h:2964,d:26,d:19,d:472,d:2,d:729
1217035,1217035,1,h:4432,d:27,d:0,d:18,d:1,d:20
1217035,1217035,1,h:7620,d:27,d:2,d:18,d:1,d:20
1300000,1300000,1,h:5222,d:27,d:6,d:116,d:2,d:164
1286947,1286947,1,h:149196,d:27,d:6,d:472,d:2,d:729
1217035,1217035,1,h:32163,d:27,d:10,d:18,d:1,d:20
1300000,1300000,1,h:9822,d:27,d:13,d:116,d:2,d:164
1057491,1057491,1,h:4202,d:27,d:17,d:201,d:2,d:293
1057491,1057491,1,h:4432,d:27,d:23,d:201,d:2,d:293
1057491,1057491,1,h:112006,d:28,d:2,d:201,d:2,d:293
1057491,1057491,1,h:7620,d:29,d:12,d:201,d:2,d:293
1104047,1104047,1,h:11492,d:29,d:21,d:473,d:2,d:730
1286947,1286947,1,h:23558,d:30,d:19,d:472,d:2,d:729
1049252,1049252,3,h:610106,d:19,d:21,d:131,d:1,d:191
1199725,1199725,3,h:16091,d:5,d:17,d:474,d:2,d:731
1057491,1057491,3,h:472,d:16,d:18,d:201,d:2,d:293
1199725,1199725,3,h:46717,d:16,d:22,d:474,d:2,d:731
1199725,1199725,3,h:28304,d:17,d:1,d:474,d:2,d:731
1049252,1049252,3,h:610106,d:17,d:2,d:131,d:1,d:191
1049252,1049252,3,h:138178,d:17,d:3,d:131,d:1,d:191
1049252,1049252,3,h:176251,d:17,d:6,d:131,d:1,d:191
1057491,1057491,3,h:7620,d:17,d:22,d:201,d:2,d:293
1199725,1199725,3,h:28304,d:24,d:16,d:474,d:2,d:731
1049252,1049252,3,h:4432,d:24,d:16,d:131,d:1,d:191
1049252,1049252,3,h:178864,d:30,d:20,d:131,d:1,d:191
1049252,1049252,3,h:610106,d:31,d:22,d:131,d:1,d:191
1049252,1049252,4,h:720673,d:1,d:2,d:131,d:1,d:191
1300000,1300000,4,h:7620,d:1,d:12,d:116,d:2,d:164
1300000,1300000,4,h:25610,d:1,d:17,d:116,d:2,d:164
1049252,1049252,4,h:178864,d:2,d:21,d:131,d:1,d:191
1276322,1276322,4,h:9822,d:6,d:23,d:17,d:2,d:24
1199725,1199725,4,h:4432,d:10,d:22,d:474,d:2,d:731
1049252,1049252,4,h:12949,d:11,d:2,d:131,d:1,d:191
1199725,1199725,4,h:28304,d:11,d:21,d:474,d:2,d:731
1217035,1217035,4,h:122381,d:13,d:0,d:18,d:1,d:20
1199725,1199725,4,h:38424,d:13,d:2,d:474,d:2,d:731
1199725,1199725,4,h:28304,d:13,d:3,d:474,d:2,d:731
1242258,1242258,12,h:34770,d:9,d:5,d:154,d:2,d:223
1211344,1211344,12,h:431011,d:9,d:14,d:242,d:2,d:732
1073893,1073893,12,h:715386,d:12,d:5,d:36,d:2,d:45
1211344,1211344,3,h:950644,d:18,d:16,d:242,d:2,d:732
1073893,1073893,12,h:138863,d:13,d:4,d:36,d:2,d:45
1211344,1211344,12,h:9822,d:23,d:9,d:242,d:2,d:732
1242258,1242258,12,h:34770,d:24,d:14,d:154,d:2,d:223
1328517,1328517,12,h:51712,d:26,d:19,d:112,d:2,d:158
1587536,1587536,3,h:239222,d:18,d:19,d:2,d:1,d:15
1587536,1587536,1,h:980,d:23,d:20,d:2,d:1,d:15
1242258,1242258,1,h:84022,d:25,d:21,d:154,d:2,d:223
1211344,1211344,3,h:4432,d:19,d:3,d:242,d:2,d:732
1073893,1073893,1,h:715386,d:26,d:20,d:36,d:2,d:45
1242258,1242258,1,h:34770,d:26,d:23,d:154,d:2,d:223
1180359,1180359,1,h:930656,d:27,d:5,d:18,d:1,d:20
1242258,1242258,1,h:34770,d:27,d:15,d:154,d:2,d:223
1096859,1096859,3,h:11138,d:19,d:12,d:311,d:2,d:733
1242258,1242258,1,h:73923,d:28,d:0,d:154,d:2,d:223
1242258,1242258,1,h:249045,d:28,d:3,d:154,d:2,d:223
1096859,1096859,3,h:7491,d:19,d:17,d:311,d:2,d:733
1328517,1328517,1,h:23558,d:30,d:18,d:112,d:2,d:158
1096859,1096859,1,h:11138,d:31,d:14,d:311,d:2,d:733
1328517,1328517,3,h:789646,d:16,d:19,d:112,d:2,d:158
1211344,1211344,3,h:4432,d:16,d:21,d:242,d:2,d:732
1211344,1211344,3,h:4432,d:16,d:21,d:242,d:2,d:732
1328517,1328517,3,h:23558,d:16,d:22,d:112,d:2,d:158
1211344,1211344,3,h:60,d:16,d:23,d:242,d:2,d:732
1211344,1211344,3,h:60,d:16,d:23,d:242,d:2,d:732
1237056,1237056,3,h:7491,d:17,d:2,d:24,d:5,d:28
1180359,1180359,3,h:930655,d:20,d:7,d:18,d:1,d:20
1180359,1180359,3,h:215613,d:17,d:18,d:18,d:1,d:20
1096859,1096859,3,h:4432,d:23,d:13,d:311,d:2,d:733
1147605,1147605,12,h:64,d:9,d:2,d:32,d:2,d:38
1096859,1096859,3,h:547747,d:30,d:18,d:311,d:2,d:733
1180359,1180359,4,h:466665,d:1,d:19,d:18,d:1,d:20
1587536,1587536,4,h:239222,d:1,d:21,d:2,d:1,d:15
1180359,1180359,4,h:54298,d:1,d:22,d:18,d:1,d:20
1587536,1587536,4,h:396122,d:1,d:23,d:2,d:1,d:15
1237056,1237056,4,h:7491,d:2,d:1,d:24,d:5,d:28
1180359,1180359,4,h:568817,d:2,d:0,d:18,d:1,d:20
1180359,1180359,4,h:1042601,d:2,d:21,d:18,d:1,d:20
1587536,1587536,4,h:59472,d:2,d:20,d:2,d:1,d:15
1237056,1237056,4,h:4432,d:2,d:22,d:24,d:5,d:28
1096859,1096859,4,h:11138,d:3,d:2,d:311,d:2,d:733
1237056,1237056,4,h:15889,d:3,d:1,d:24,d:5,d:28
1073893,1073893,4,h:138863,d:3,d:3,d:36,d:2,d:45
1587536,1587536,4,h:176508,d:4,d:18,d:2,d:1,d:15
1073893,1073893,4,h:9310,d:6,d:14,d:36,d:2,d:45
1587536,1587536,4,h:183554,d:13,d:0,d:2,d:1,d:15
1096859,1096859,4,h:11138,d:13,d:1,d:311,d:2,d:733
1328517,1328517,4,h:23558,d:13,d:2,d:112,d:2,d:158
1587536,1587536,4,h:62110,d:13,d:3,d:2,d:1,d:15
1147605,1147605,12,h:13909,d:8,d:23,d:32,d:2,d:38
1106159,1106159,12,h:190625,d:10,d:23,d:39,d:1,d:48
1106159,1106159,12,h:837030,d:25,d:16,d:39,d:1,d:48
1129016,1129016,12,h:7620,d:12,d:2,d:24,d:5,d:172
1268083,1268083,12,h:32163,d:11,d:20,d:475,d:2,d:734
1129016,1129016,12,h:7491,d:12,d:6,d:24,d:5,d:172
1268083,1268083,12,h:3104,d:14,d:11,d:475,d:2,d:734
1268083,1268083,12,h:7284,d:14,d:14,d:475,d:2,d:734
1003176,1003176,12,h:425489,d:23,d:14,d:71,d:2,d:100
1268083,1268083,12,h:130276,d:24,d:21,d:475,d:2,d:734
1059844,1059844,12,h:47981,d:26,d:20,d:90,d:11,d:127
1059844,1059844,12,h:16093,d:27,d:0,d:90,d:11,d:127
1103389,1103389,1,h:86722,d:23,d:18,d:32,d:2,d:38
1003176,1003176,1,h:2297,d:23,d:19,d:71,d:2,d:100
1129016,1129016,1,h:7491,d:24,d:0,d:24,d:5,d:172
1129016,1129016,1,h:5222,d:24,d:4,d:24,d:5,d:172
1059844,1059844,1,h:80982,d:25,d:18,d:90,d:11,d:127
1147605,1147605,1,h:7489,d:26,d:2,d:32,d:2,d:38
1147605,1147605,1,h:13909,d:26,d:16,d:32,d:2,d:38
1147605,1147605,1,h:50237,d:27,d:4,d:32,d:2,d:38
1103389,1103389,1,h:50237,d:27,d:1,d:32,d:2,d:38
1059844,1059844,1,h:5222,d:27,d:8,d:90,d:11,d:127
1003176,1003176,3,h:9310,d:19,d:11,d:71,d:2,d:100
1103389,1103389,1,h:234403,d:27,d:23,d:32,d:2,d:38
1147605,1147605,1,h:7489,d:28,d:2,d:32,d:2,d:38
1003176,1003176,3,h:2297,d:19,d:14,d:71,d:2,d:100
1059844,1059844,1,h:804373,d:28,d:19,d:90,d:11,d:127
1059844,1059844,1,h:100414,d:28,d:23,d:90,d:11,d:127
1103389,1103389,1,h:41478,d:29,d:3,d:32,d:2,d:38
1147605,1147605,1,h:11195,d:30,d:16,d:32,d:2,d:38
1059844,1059844,1,h:9822,d:31,d:2,d:90,d:11,d:127
1147605,1147605,1,h:7489,d:31,d:1,d:32,d:2,d:38
1003176,1003176,1,h:2297,d:31,d:12,d:71,d:2,d:100
1003176,1003176,3,h:11195,d:5,d:18,d:71,d:2,d:100
1147605,1147605,3,h:2066,d:16,d:17,d:32,d:2,d:38
1147605,1147605,3,h:13909,d:17,d:0,d:32,d:2,d:38
1147605,1147605,3,h:13909,d:17,d:0,d:32,d:2,d:38
1106159,1106159,3,h:243120,d:17,d:1,d:39,d:1,d:48
1147605,1147605,3,h:11195,d:17,d:2,d:32,d:2,d:38
1106159,1106159,3,h:190625,d:17,d:20,d:39,d:1,d:48
1268083,1268083,3,h:1058539,d:18,d:2,d:475,d:2,d:734
1103389,1103389,3,h:280373,d:23,d:16,d:32,d:2,d:38
1129016,1129016,3,h:21948,d:30,d:19,d:24,d:5,d:172
1003176,1003176,4,h:9310,d:2,d:11,d:71,d:2,d:100
1242275,1242275,12,h:64,d:10,d:1,d:35,d:2,d:42
1306477,1306477,3,h:32163,d:18,d:9,d:28,d:2,d:74
1242275,1242275,12,h:64,d:10,d:19,d:35,d:2,d:42
1242275,1242275,12,h:25610,d:10,d:23,d:35,d:2,d:42
1001296,1001296,12,h:4700,d:14,d:15,d:476,d:2,d:735
1306477,1306477,12,h:121855,d:23,d:1,d:28,d:2,d:74
1242275,1242275,12,h:23558,d:23,d:11,d:35,d:2,d:42
1242275,1242275,12,h:11195,d:23,d:16,d:35,d:2,d:42
1306477,1306477,3,h:60,d:18,d:16,d:28,d:2,d:74
1001296,1001296,12,h:16642,d:24,d:13,d:476,d:2,d:735
1001296,1001296,12,h:9310,d:24,d:17,d:476,d:2,d:735
1225979,1225979,12,h:7284,d:27,d:9,d:17,d:2,d:44
1225979,1225979,12,h:4084,d:27,d:11,d:17,d:2,d:44
1306477,1306477,3,h:27519,d:18,d:18,d:28,d:2,d:74
1129399,1129399,3,h:662415,d:18,d:21,d:2,d:1,d:2
1225979,1225979,1,h:7284,d:25,d:19,d:17,d:2,d:44
1023783,1023783,1,h:422068,d:25,d:20,d:266,d:2,d:736
1225979,1225979,1,h:11195,d:25,d:22,d:17,d:2,d:44
1225979,1225979,1,h:2297,d:26,d:2,d:17,d:2,d:44
1023783,1023783,1,h:939,d:26,d:8,d:266,d:2,d:736
1023783,1023783,1,h:5222,d:27,d:7,d:266,d:2,d:736
1023783,1023783,1,h:606449,d:27,d:7,d:266,d:2,d:736
1225979,1225979,3,h:2297,d:19,d:9,d:17,d:2,d:44
1023783,1023783,1,h:5222,d:27,d:16,d:266,d:2,d:736
1242275,1242275,3,h:11195,d:19,d:12,d:35,d:2,d:42
1001296,1001296,1,h:1110864,d:27,d:22,d:476,d:2,d:735
1023783,1023783,1,h:23558,d:27,d:23,d:266,d:2,d:736
1001296,1001296,3,h:9310,d:19,d:13,d:476,d:2,d:735
1001296,1001296,1,h:9310,d:28,d:1,d:476,d:2,d:735
1225979,1225979,3,h:9822,d:19,d:14,d:17,d:2,d:44
1023783,1023783,1,h:407,d:29,d:2,d:266,d:2,d:736
1023783,1023783,1,h:36484,d:29,d:5,d:266,d:2,d:736
1306477,1306477,3,h:39814,d:5,d:19,d:28,d:2,d:74
1129399,1129399,3,h:151138,d:16,d:18,d:2,d:1,d:2
1225979,1225979,3,h:9822,d:16,d:19,d:17,d:2,d:44
1225979,1225979,3,h:2297,d:16,d:23,d:17,d:2,d:44
1129399,1129399,3,h:263073,d:31,d:22,d:2,d:1,d:2
1129399,1129399,4,h:173170,d:1,d:21,d:2,d:1,d:2
1242275,1242275,4,h:142566,d:12,d:22,d:35,d:2,d:42
1242275,1242275,4,h:11195,d:13,d:0,d:35,d:2,d:42
1049235,1049235,12,h:157565,d:11,d:11,d:477,d:2,d:737
1049235,1049235,12,h:2297,d:11,d:13,d:477,d:2,d:737
1049235,1049235,3,h:2297,d:18,d:15,d:477,d:2,d:737
1322149,1322149,12,h:273245,d:25,d:23,d:77,d:2,d:201
1322149,1322149,12,h:25610,d:23,d:12,d:77,d:2,d:201
1322149,1322149,12,h:2964,d:23,d:16,d:77,d:2,d:201
1049235,1049235,12,h:660497,d:23,d:17,d:477,d:2,d:737
1322149,1322149,12,h:34538,d:24,d:4,d:77,d:2,d:201
1322149,1322149,12,h:6345,d:24,d:15,d:77,d:2,d:201
1322149,1322149,12,h:10091,d:24,d:17,d:77,d:2,d:201
1322149,1322149,12,h:34452,d:26,d:15,d:77,d:2,d:201
1322149,1322149,12,h:2964,d:26,d:20,d:77,d:2,d:201
1322149,1322149,12,h:17702,d:26,d:21,d:77,d:2,d:201
1049235,1049235,1,h:2297,d:23,d:21,d:477,d:2,d:737
1322149,1322149,1,h:25610,d:23,d:23,d:77,d:2,d:201
1049235,1049235,1,h:9310,d:24,d:0,d:477,d:2,d:737
1322149,1322149,1,h:25610,d:25,d:18,d:77,d:2,d:201
1322149,1322149,1,h:2964,d:25,d:21,d:77,d:2,d:201
1049235,1049235,1,h:9310,d:25,d:22,d:477,d:2,d:737
1049235,1049235,1,h:2297,d:26,d:1,d:477,d:2,d:737
1322149,1322149,1,h:10936,d:26,d:2,d:77,d:2,d:201
1281390,1281390,1,h:42502,d:27,d:2,d:18,d:1,d:20
1322149,1322149,1,h:11492,d:27,d:19,d:77,d:2,d:201
1322149,1322149,1,h:2964,d:27,d:20,d:77,d:2,d:201
1281390,1281390,3,h:14094,d:19,d:21,d:18,d:1,d:20
1322149,1322149,3,h:2297,d:16,d:17,d:77,d:2,d:201
1049235,1049235,3,h:2297,d:30,d:17,d:477,d:2,d:737
1281390,1281390,3,h:104175,d:30,d:21,d:18,d:1,d:20
1281390,1281390,3,h:944715,d:30,d:22,d:18,d:1,d:20
1281390,1281390,3,h:54448,d:31,d:19,d:18,d:1,d:20
1281390,1281390,4,h:62128,d:1,d:6,d:18,d:1,d:20
1281390,1281390,4,h:190625,d:1,d:23,d:18,d:1,d:20
1281390,1281390,4,h:104175,d:2,d:1,d:18,d:1,d:20
1281390,1281390,4,h:996602,d:2,d:20,d:18,d:1,d:20
1049235,1049235,4,h:2297,d:4,d:16,d:477,d:2,d:737
1281390,1281390,4,h:62118,d:13,d:6,d:18,d:1,d:20
1013328,1013328,3,h:2964,d:18,d:10,d:265,d:2,d:738
1013328,1013328,12,h:2964,d:10,d:8,d:265,d:2,d:738
1013328,1013328,12,h:29488,d:10,d:14,d:265,d:2,d:738
1329832,1329832,12,h:251602,d:11,d:17,d:387,d:5,d:739
1329832,1329832,3,h:7491,d:18,d:13,d:387,d:5,d:739
1086136,1086136,12,h:4084,d:25,d:19,d:101,d:2,d:143
1013328,1013328,12,h:2964,d:25,d:21,d:265,d:2,d:738
1013328,1013328,3,h:29488,d:18,d:15,d:265,d:2,d:738
1064069,1064069,12,h:7491,d:12,d:19,d:48,d:1,d:63
1064069,1064069,12,h:5222,d:12,d:22,d:48,d:1,d:63
1013328,1013328,12,h:5222,d:12,d:22,d:265,d:2,d:738
1066569,1066569,12,h:10936,d:13,d:1,d:17,d:2,d:740
1015751,1015751,12,h:12968,d:13,d:22,d:101,d:2,d:143
1015751,1015751,3,h:7620,d:18,d:16,d:101,d:2,d:143
1013328,1013328,12,h:2964,d:23,d:1,d:265,d:2,d:738
1272617,1272617,12,h:15889,d:23,d:2,d:32,d:2,d:38
1013328,1013328,12,h:7491,d:26,d:5,d:265,d:2,d:738
1329832,1329832,3,h:7491,d:18,d:17,d:387,d:5,d:739
1086136,1086136,12,h:4084,d:26,d:10,d:101,d:2,d:143
1272617,1272617,12,h:89213,d:23,d:18,d:32,d:2,d:38
1013328,1013328,12,h:11195,d:26,d:11,d:265,d:2,d:738
1088428,1088428,12,h:16091,d:26,d:10,d:71,d:2,d:100
1088428,1088428,12,h:16091,d:24,d:3,d:71,d:2,d:100
1064069,1064069,12,h:7491,d:26,d:16,d:48,d:1,d:63
1015751,1015751,12,h:173821,d:25,d:1,d:101,d:2,d:143
1013328,1013328,12,h:2964,d:25,d:1,d:265,d:2,d:738
1329832,1329832,12,h:230651,d:25,d:6,d:387,d:5,d:739
1272617,1272617,12,h:157565,d:26,d:18,d:32,d:2,d:38
1013328,1013328,12,h:11195,d:26,d:21,d:265,d:2,d:738
1013328,1013328,12,h:12004,d:27,d:7,d:265,d:2,d:738
1086136,1086136,1,h:48987,d:23,d:17,d:101,d:2,d:143
1066569,1066569,1,h:10936,d:24,d:1,d:17,d:2,d:740
1088428,1088428,1,h:16091,d:24,d:8,d:71,d:2,d:100
1064069,1064069,3,h:5222,d:18,d:22,d:48,d:1,d:63
1015751,1015751,3,h:4084,d:18,d:23,d:101,d:2,d:143
1066569,1066569,1,h:10936,d:25,d:22,d:17,d:2,d:740
1066569,1066569,1,h:10936,d:25,d:22,d:17,d:2,d:740
1066569,1066569,1,h:10936,d:25,d:22,d:17,d:2,d:740
1272617,1272617,3,h:688578,d:19,d:0,d:32,d:2,d:38
1088428,1088428,1,h:16091,d:26,d:2,d:71,d:2,d:100
1086136,1086136,1,h:4084,d:26,d:19,d:101,d:2,d:143
1088428,1088428,1,h:16091,d:27,d:10,d:71,d:2,d:100
1013328,1013328,1,h:2964,d:27,d:12,d:265,d:2,d:738
1088428,1088428,1,h:28304,d:27,d:12,d:71,d:2,d:100
1013328,1013328,3,h:29488,d:19,d:11,d:265,d:2,d:738
1066569,1066569,1,h:10936,d:27,d:20,d:17,d:2,d:740
1272617,1272617,1,h:280373,d:27,d:21,d:32,d:2,d:38
1272617,1272617,3,h:60,d:19,d:12,d:32,d:2,d:38
1272617,1272617,1,h:29488,d:28,d:0,d:32,d:2,d:38
1327523,1327523,3,h:119474,d:19,d:13,d:2,d:1,d:16
1272617,1272617,1,h:108050,d:28,d:13,d:32,d:2,d:38
1013328,1013328,3,h:15889,d:19,d:16,d:265,d:2,d:738
1013328,1013328,1,h:2964,d:28,d:18,d:265,d:2,d:738
1272617,1272617,1,h:315947,d:28,d:18,d:32,d:2,d:38
1272617,1272617,1,h:23245,d:28,d:21,d:32,d:2,d:38
1086136,1086136,1,h:4084,d:29,d:11,d:101,d:2,d:143
1272617,1272617,3,h:15889,d:19,d:19,d:32,d:2,d:38
1272617,1272617,1,h:29488,d:29,d:20,d:32,d:2,d:38
1086136,1086136,3,h:4084,d:19,d:20,d:101,d:2,d:143
1272617,1272617,1,h:280373,d:30,d:0,d:32,d:2,d:38
1088428,1088428,1,h:28304,d:30,d:0,d:71,d:2,d:100
1088428,1088428,1,h:16091,d:30,d:1,d:71,d:2,d:100
1066569,1066569,1,h:10936,d:30,d:23,d:17,d:2,d:740
1066569,1066569,3,h:10936,d:19,d:22,d:17,d:2,d:740
1086136,1086136,1,h:4084,d:31,d:12,d:101,d:2,d:143
1013328,1013328,3,h:12004,d:5,d:19,d:265,d:2,d:738
1086136,1086136,3,h:4084,d:5,d:20,d:101,d:2,d:143
1015751,1015751,3,h:4084,d:5,d:21,d:101,d:2,d:143
1013328,1013328,3,h:2964,d:20,d:1,d:265,d:2,d:738
1066569,1066569,3,h:10936,d:16,d:20,d:17,d:2,d:740
1064069,1064069,3,h:7491,d:20,d:3,d:48,d:1,d:63
1272617,1272617,3,h:11138,d:17,d:1,d:32,d:2,d:38
1327523,1327523,3,h:661346,d:17,d:2,d:2,d:1,d:16
1272617,1272617,3,h:60,d:17,d:4,d:32,d:2,d:38
1013328,1013328,3,h:2964,d:17,d:18,d:265,d:2,d:738
1327523,1327523,3,h:119474,d:23,d:14,d:2,d:1,d:16
1272617,1272617,3,h:688578,d:17,d:18,d:32,d:2,d:38
1272617,1272617,3,h:390,d:17,d:21,d:32,d:2,d:38
1013328,1013328,3,h:2964,d:23,d:21,d:265,d:2,d:738
1013328,1013328,3,h:15889,d:24,d:15,d:265,d:2,d:738
1329832,1329832,3,h:711098,d:24,d:18,d:387,d:5,d:739
1064069,1064069,4,h:60,d:1,d:17,d:48,d:1,d:63
1327523,1327523,4,h:190625,d:1,d:18,d:2,d:1,d:16
1327523,1327523,4,h:119474,d:2,d:13,d:2,d:1,d:16
1013328,1013328,4,h:15888,d:3,d:7,d:265,d:2,d:738
1327523,1327523,4,h:119474,d:3,d:14,d:2,d:1,d:16
1064069,1064069,4,h:60,d:3,d:16,d:48,d:1,d:63
1013328,1013328,4,h:2964,d:6,d:13,d:265,d:2,d:738
1327523,1327523,4,h:119474,d:6,d:15,d:2,d:1,d:16
1064069,1064069,4,h:4432,d:7,d:3,d:48,d:1,d:63
1088428,1088428,4,h:11195,d:11,d:2,d:71,d:2,d:100
1327523,1327523,4,h:119474,d:11,d:13,d:2,d:1,d:16
1066569,1066569,4,h:10936,d:12,d:21,d:17,d:2,d:740
1274312,1274312,3,h:152548,d:18,d:18,d:2,d:1,d:43
1274312,1274312,3,h:581006,d:18,d:19,d:2,d:1,d:43
1106769,1106769,1,h:4084,d:26,d:12,d:91,d:2,d:741
1106769,1106769,1,h:2297,d:26,d:15,d:91,d:2,d:741
1659338,1659338,1,h:11138,d:27,d:0,d:282,d:2,d:412
1106769,1106769,1,h:2297,d:27,d:18,d:91,d:2,d:741
1040375,1040375,3,h:60,d:19,d:14,d:49,d:2,d:64
1088166,1088166,12,h:16090,d:25,d:11,d:38,d:2,d:47
1040375,1040375,1,h:678202,d:29,d:3,d:49,d:2,d:64
1659338,1659338,1,h:11138,d:30,d:0,d:282,d:2,d:412
1040375,1040375,3,h:28304,d:16,d:16,d:49,d:2,d:64
1106769,1106769,3,h:4084,d:16,d:20,d:91,d:2,d:741
1040375,1040375,3,h:4202,d:16,d:21,d:49,d:2,d:64
1274312,1274312,3,h:285650,d:16,d:23,d:2,d:1,d:43
1274312,1274312,3,h:806687,d:17,d:5,d:2,d:1,d:43
1659338,1659338,3,h:7489,d:17,d:9,d:282,d:2,d:412
1659338,1659338,3,h:2297,d:17,d:12,d:282,d:2,d:412
1274312,1274312,3,h:441928,d:17,d:16,d:2,d:1,d:43
1274312,1274312,3,h:314168,d:18,d:1,d:2,d:1,d:43
1040375,1040375,3,h:60,d:23,d:16,d:49,d:2,d:64
1106769,1106769,3,h:60,d:24,d:17,d:91,d:2,d:741
1659338,1659338,3,h:7489,d:31,d:17,d:282,d:2,d:412
1274312,1274312,3,h:42150,d:31,d:19,d:2,d:1,d:43
1659338,1659338,3,h:2297,d:31,d:19,d:282,d:2,d:412
1659338,1659338,4,h:16642,d:1,d:21,d:282,d:2,d:412
1274312,1274312,4,h:211531,d:2,d:1,d:2,d:1,d:43
1659338,1659338,4,h:7489,d:2,d:1,d:282,d:2,d:412
1274312,1274312,4,h:314168,d:8,d:0,d:2,d:1,d:43
1274312,1274312,4,h:640613,d:12,d:3,d:2,d:1,d:43
1023766,1023766,12,h:11195,d:25,d:11,d:33,d:1,d:334
1022355,1022355,12,h:2968,d:10,d:4,d:38,d:2,d:47
1263621,1263621,12,h:7284,d:9,d:9,d:17,d:2,d:24
1022355,1022355,12,h:9310,d:8,d:23,d:38,d:2,d:47
1023766,1023766,12,h:93597,d:10,d:9,d:33,d:1,d:334
1326476,1326476,12,h:61002,d:9,d:2,d:85,d:1,d:119
1055147,1055147,12,h:610208,d:9,d:3,d:88,d:1,d:123
1326476,1326476,12,h:4432,d:9,d:4,d:85,d:1,d:119
1263621,1263621,12,h:2297,d:9,d:13,d:17,d:2,d:24
1294933,1294933,12,h:8385,d:10,d:18,d:30,d:2,d:162
1088166,1088166,12,h:25610,d:10,d:22,d:38,d:2,d:47
1022355,1022355,12,h:7034,d:11,d:1,d:38,d:2,d:47
1055147,1055147,12,h:150040,d:11,d:5,d:88,d:1,d:123
1022355,1022355,12,h:2968,d:11,d:7,d:38,d:2,d:47
1088166,1088166,12,h:11195,d:25,d:15,d:38,d:2,d:47
1023766,1023766,12,h:13909,d:25,d:13,d:33,d:1,d:334
1326476,1326476,12,h:25610,d:25,d:19,d:85,d:1,d:119
1263621,1263621,12,h:2297,d:12,d:13,d:17,d:2,d:24
1023766,1023766,12,h:7620,d:12,d:15,d:33,d:1,d:334
1022355,1022355,12,h:9310,d:12,d:15,d:38,d:2,d:47
1326476,1326476,12,h:11138,d:12,d:23,d:85,d:1,d:119
1326476,1326476,12,h:2964,d:13,d:4,d:85,d:1,d:119
1023766,1023766,12,h:11195,d:13,d:20,d:33,d:1,d:334
1263621,1263621,12,h:68481,d:13,d:22,d:17,d:2,d:24
1055147,1055147,12,h:28773,d:14,d:2,d:88,d:1,d:123
1326476,1326476,12,h:28304,d:25,d:15,d:85,d:1,d:119
1088166,1088166,12,h:11138,d:25,d:18,d:38,d:2,d:47
1023766,1023766,12,h:7620,d:14,d:13,d:33,d:1,d:334
1193455,1193455,3,h:455930,d:18,d:16,d:2,d:1,d:43
1055147,1055147,12,h:67597,d:23,d:21,d:88,d:1,d:123
1326476,1326476,12,h:1011459,d:24,d:12,d:85,d:1,d:119
1055147,1055147,12,h:5222,d:26,d:14,d:88,d:1,d:123
1690575,1690575,12,h:10326,d:26,d:14,d:478,d:2,d:742
1326476,1326476,12,h:68691,d:24,d:16,d:85,d:1,d:119
1326476,1326476,12,h:11138,d:24,d:19,d:85,d:1,d:119
1055147,1055147,12,h:60,d:26,d:16,d:88,d:1,d:123
1326476,1326476,12,h:4202,d:26,d:16,d:85,d:1,d:119
1326476,1326476,12,h:4432,d:26,d:19,d:85,d:1,d:119
1055147,1055147,12,h:390,d:27,d:5,d:88,d:1,d:123
1326476,1326476,1,h:11492,d:23,d:15,d:85,d:1,d:119
1326476,1326476,1,h:2964,d:23,d:16,d:85,d:1,d:119
1326476,1326476,1,h:4432,d:24,d:7,d:85,d:1,d:119
1326476,1326476,1,h:4432,d:25,d:22,d:85,d:1,d:119
1088166,1088166,1,h:2297,d:26,d:1,d:38,d:2,d:47
1326476,1326476,1,h:12004,d:26,d:1,d:85,d:1,d:119
1294933,1294933,1,h:16436,d:26,d:1,d:30,d:2,d:162
1326476,1326476,1,h:5222,d:26,d:3,d:85,d:1,d:119
1294933,1294933,1,h:47596,d:26,d:3,d:30,d:2,d:162
1326476,1326476,1,h:4432,d:26,d:6,d:85,d:1,d:119
1088166,1088166,1,h:25610,d:26,d:13,d:38,d:2,d:47
1088166,1088166,1,h:9310,d:26,d:16,d:38,d:2,d:47
1055147,1055147,1,h:5222,d:26,d:21,d:88,d:1,d:123
1055147,1055147,1,h:7620,d:27,d:0,d:88,d:1,d:123
1263621,1263621,1,h:2080,d:27,d:0,d:17,d:2,d:24
1055147,1055147,1,h:19844,d:27,d:2,d:88,d:1,d:123
1326476,1326476,1,h:4432,d:27,d:16,d:85,d:1,d:119
1055147,1055147,1,h:390,d:28,d:5,d:88,d:1,d:123
1055147,1055147,1,h:60,d:29,d:1,d:88,d:1,d:123
1055147,1055147,1,h:5222,d:29,d:4,d:88,d:1,d:123
1022355,1022355,1,h:1122022,d:29,d:13,d:38,d:2,d:47
1326476,1326476,3,h:4432,d:19,d:19,d:85,d:1,d:119
1022355,1022355,1,h:32163,d:29,d:23,d:38,d:2,d:47
1022355,1022355,1,h:9310,d:30,d:5,d:38,d:2,d:47
1294933,1294933,1,h:3104,d:30,d:22,d:30,d:2,d:162
1294933,1294933,1,h:15889,d:31,d:2,d:30,d:2,d:162
1022355,1022355,3,h:68691,d:5,d:16,d:38,d:2,d:47
1690575,1690575,3,h:64,d:5,d:18,d:478,d:2,d:742
1326476,1326476,3,h:4432,d:5,d:20,d:85,d:1,d:119
