[INFO ] 2017-09-29 14:50:16,568 -- WorkingPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[INFO ] 2017-09-29 14:50:16,581 -- Your original rating data path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/ratings.txt
[INFO ] 2017-09-29 14:50:16,581 -- Current working path: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/
[WARN ] 2017-09-29 14:50:16,584 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2017-09-29 14:50:16,793 -- Data transformaton completed (from Compact to Binary format). See new rating file: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,813 -- Dataset: ...ARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:16,815 -- DataPath: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
[INFO ] 2017-09-29 14:50:17,033 -- Rating data set has been successfully loaded.
[INFO ] 2017-09-29 14:50:17,052 -- 
/*********************************************************************************************************************
 *
 * Dataset: /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/ratings_binary.txt
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 97
 * Item amount: 79
 * Rate amount: 5035
 * Context dimensions: 3 (companion, location, time)
 * Context conditions: 10 (companion: 4, location: 3, time: 3)
 * Context situations: 13
 * Data density: 1.82297330607391930000%
 * Scale distribution: [2.0 x 625, 4.0 x 1209, 1.0 x 829, 5.0 x 1367, 3.0 x 1005]
 * Average value of all ratings: 3.329688
 * Standard deviation of all ratings: 1.414732
 * Mode of all rating values: 5.000000
 * Median of all rating values: 4.000000
 *
 *********************************************************************************************************************/
[INFO ] 2017-09-29 14:50:17,057 -- With Setup: cv -k 2 -p on --rand-seed 1 --test-view all
[DEBUG] 2017-09-29 14:50:17,082 -- Fold [1]: training amount: 2514, test amount: 2515
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:alone
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:family
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: companion:partner
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:cinema
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:home
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: location:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:na
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekday
[DEBUG] 2017-09-29 14:50:17,249 -- Segmento encontrado: time:weekend
[DEBUG] 2017-09-29 14:50:17,250 -- Começada a execução do modelo inteiro do fold 1
[DEBUG] 2017-09-29 14:50:17,254 -- Fold [1]: training amount: 1257, test amount: 1257
[DEBUG] 2017-09-29 14:51:33,950 -- BPR fold [22] iter 199: loss = 1164.2285, delta_loss = -17.831005, learn_rate = 1.1306801E-25
[DEBUG] 2017-09-29 14:51:33,957 -- BPR fold [22] iter 200: loss = 1130.8877, delta_loss = 33.34078, learn_rate = 5.6534006E-26
[DEBUG] 2017-09-29 14:51:33,957 -- BPR fold [22] evaluate test data ... 
[DEBUG] 2017-09-29 14:51:33,960 -- BPR fold [22] has candidate items: 79
[DEBUG] 2017-09-29 14:51:34,164 -- BPR fold [22] has writeen item recommendations to /Users/igorsantana/git/pibic/context-aware_data_sets/Movie_DePaulMovie/CARSKit.Workspace/BPR-top-10-items fold [22].txt
[DEBUG] 2017-09-29 14:51:34,164 -- BPR fold [22]: Pre1: 0.177207, Pre3: 0.169048, Pre5: 0.150422, Pre10: 0.125548, Rec1: 0.060966, Rec3: 0.173282, Rec5: 0.259353, Rec10: 0.435191, F11: 0.085283, F13: 0.176215, F15: 0.180044, F110: 0.186701, AUC: 0.810904, MAP1: 0.060966, MAP3: 0.117068, MAP5: 0.144987, MAP10: 0.182730, NDCG: 0.291343, MRR: 0.333968	Time: 00:01, 00:00
[DEBUG] 2017-09-29 14:51:34,171 -- BPR fold [22] iter 1: loss = 6675.307, delta_loss = -6675.307, learn_rate = 0.002
[DEBUG] 2017-09-29 14:51:34,177 -- BPR fold [22] iter 2: loss = 6085.5205, delta_loss = 589.78674, learn_rate = 0.002
[DEBUG] 2017-09-29 14:51:34,183 -- BPR fold [22] iter 3: loss = 5745.207, delta_loss = 340.31332, learn_rate = 0.0021000002
[DEBUG] 2017-09-29 14:51:34,188 -- BPR fold [22] iter 4: loss = 5468.5938, delta_loss = 276.6136, learn_rate = 0.002205
[DEBUG] 2017-09-29 14:51:34,193 -- BPR fold [22] iter 5: loss = 5385.475, delta_loss = 83.1182, learn_rate = 0.0023152502
[DEBUG] 2017-09-29 14:51:34,198 -- BPR fold [22] iter 6: loss = 5198.4526, delta_loss = 187.02272, learn_rate = 0.0024310127
[DEBUG] 2017-09-29 14:51:34,203 -- BPR fold [22] iter 7: loss = 5028.8154, delta_loss = 169.63722, learn_rate = 0.0025525633
[DEBUG] 2017-09-29 14:51:34,208 -- BPR fold [22] iter 8: loss = 4921.213, delta_loss = 107.602554, learn_rate = 0.0026801913
[DEBUG] 2017-09-29 14:51:34,215 -- BPR fold [22] iter 9: loss = 4814.0923, delta_loss = 107.120674, learn_rate = 0.002814201
[DEBUG] 2017-09-29 14:51:34,222 -- BPR fold [22] iter 10: loss = 4703.4214, delta_loss = 110.6707, learn_rate = 0.002954911
[DEBUG] 2017-09-29 14:51:34,228 -- BPR fold [22] iter 11: loss = 4555.772, delta_loss = 147.64944, learn_rate = 0.0031026567
[DEBUG] 2017-09-29 14:51:34,233 -- BPR fold [22] iter 12: loss = 4386.5474, delta_loss = 169.22478, learn_rate = 0.0032577894
[DEBUG] 2017-09-29 14:51:34,237 -- BPR fold [22] iter 13: loss = 4317.2695, delta_loss = 69.27751, learn_rate = 0.003420679
[DEBUG] 2017-09-29 14:51:34,242 -- BPR fold [22] iter 14: loss = 4257.5815, delta_loss = 59.68841, learn_rate = 0.0035917128
[DEBUG] 2017-09-29 14:51:34,250 -- BPR fold [22] iter 15: loss = 4152.211, delta_loss = 105.370384, learn_rate = 0.0037712986
[DEBUG] 2017-09-29 14:51:34,255 -- BPR fold [22] iter 16: loss = 3993.9785, delta_loss = 158.23251, learn_rate = 0.0039598634
[DEBUG] 2017-09-29 14:51:34,260 -- BPR fold [22] iter 17: loss = 3827.3762, delta_loss = 166.60228, learn_rate = 0.0041578566
[DEBUG] 2017-09-29 14:51:34,265 -- BPR fold [22] iter 18: loss = 3687.18, delta_loss = 140.19615, learn_rate = 0.004365749
[DEBUG] 2017-09-29 14:51:34,270 -- BPR fold [22] iter 19: loss = 3531.9683, delta_loss = 155.21161, learn_rate = 0.004584037
[DEBUG] 2017-09-29 14:51:34,282 -- BPR fold [22] iter 20: loss = 3305.0396, delta_loss = 226.92892, learn_rate = 0.0048132385
[DEBUG] 2017-09-29 14:51:34,287 -- BPR fold [22] iter 21: loss = 3190.9375, delta_loss = 114.10185, learn_rate = 0.0050539006
[DEBUG] 2017-09-29 14:51:34,296 -- BPR fold [22] iter 22: loss = 3052.8276, delta_loss = 138.10991, learn_rate = 0.0053065955
[DEBUG] 2017-09-29 14:51:34,318 -- BPR fold [22] iter 23: loss = 2969.0264, delta_loss = 83.80133, learn_rate = 0.0055719255
[DEBUG] 2017-09-29 14:51:34,323 -- BPR fold [22] iter 24: loss = 2858.3713, delta_loss = 110.65491, learn_rate = 0.005850522
[DEBUG] 2017-09-29 14:51:34,328 -- BPR fold [22] iter 25: loss = 2722.6804, delta_loss = 135.69113, learn_rate = 0.006143048
[DEBUG] 2017-09-29 14:51:34,333 -- BPR fold [22] iter 26: loss = 2541.9377, delta_loss = 180.74263, learn_rate = 0.0064502
[DEBUG] 2017-09-29 14:51:34,340 -- BPR fold [22] iter 27: loss = 2414.9297, delta_loss = 127.00812, learn_rate = 0.00677271
[DEBUG] 2017-09-29 14:51:34,349 -- BPR fold [22] iter 28: loss = 2306.6008, delta_loss = 108.328835, learn_rate = 0.007111346
[DEBUG] 2017-09-29 14:51:34,354 -- BPR fold [22] iter 29: loss = 2208.366, delta_loss = 98.23469, learn_rate = 0.007466913
[DEBUG] 2017-09-29 14:51:34,359 -- BPR fold [22] iter 30: loss = 2068.0203, delta_loss = 140.34586, learn_rate = 0.007840259
[DEBUG] 2017-09-29 14:51:34,368 -- BPR fold [22] iter 31: loss = 1985.7578, delta_loss = 82.262405, learn_rate = 0.008232271
[DEBUG] 2017-09-29 14:51:34,379 -- BPR fold [22] iter 32: loss = 1866.3352, delta_loss = 119.42265, learn_rate = 0.008643885
[DEBUG] 2017-09-29 14:51:34,389 -- BPR fold [22] iter 33: loss = 1840.0216, delta_loss = 26.313486, learn_rate = 0.009076079
[DEBUG] 2017-09-29 14:51:34,395 -- BPR fold [22] iter 34: loss = 1768.4426, delta_loss = 71.57904, learn_rate = 0.009529883
[DEBUG] 2017-09-29 14:51:34,401 -- BPR fold [22] iter 35: loss = 1680.9824, delta_loss = 87.46026, learn_rate = 0.0100063775
[DEBUG] 2017-09-29 14:51:34,406 -- BPR fold [22] iter 36: loss = 1636.2797, delta_loss = 44.70276, learn_rate = 0.010506696
[DEBUG] 2017-09-29 14:51:34,413 -- BPR fold [22] iter 37: loss = 1547.6808, delta_loss = 88.59883, learn_rate = 0.011032031
[DEBUG] 2017-09-29 14:51:34,418 -- BPR fold [22] iter 38: loss = 1450.319, delta_loss = 97.36186, learn_rate = 0.011583633
[DEBUG] 2017-09-29 14:51:34,423 -- BPR fold [22] iter 39: loss = 1409.109, delta_loss = 41.209843, learn_rate = 0.012162815
[DEBUG] 2017-09-29 14:51:34,429 -- BPR fold [22] iter 40: loss = 1372.8899, delta_loss = 36.219162, learn_rate = 0.012770955
[DEBUG] 2017-09-29 14:51:34,433 -- BPR fold [22] iter 41: loss = 1349.5833, delta_loss = 23.306665, learn_rate = 0.013409503
[DEBUG] 2017-09-29 14:51:34,438 -- BPR fold [22] iter 42: loss = 1274.5764, delta_loss = 75.00685, learn_rate = 0.014079978
[DEBUG] 2017-09-29 14:51:34,449 -- BPR fold [22] iter 43: loss = 1286.2025, delta_loss = -11.62609, learn_rate = 0.014783977
[DEBUG] 2017-09-29 14:51:34,456 -- BPR fold [22] iter 44: loss = 1195.824, delta_loss = 90.37845, learn_rate = 0.0073919883
[DEBUG] 2017-09-29 14:51:34,465 -- BPR fold [22] iter 45: loss = 1174.8676, delta_loss = 20.956467, learn_rate = 0.007761588
[DEBUG] 2017-09-29 14:51:34,471 -- BPR fold [22] iter 46: loss = 1149.6029, delta_loss = 25.2646, learn_rate = 0.008149668
[DEBUG] 2017-09-29 14:51:34,483 -- BPR fold [22] iter 47: loss = 1148.3256, delta_loss = 1.2774081, learn_rate = 0.008557151
[DEBUG] 2017-09-29 14:51:34,488 -- BPR fold [22] iter 48: loss = 1108.9329, delta_loss = 39.392635, learn_rate = 0.008985008
[DEBUG] 2017-09-29 14:51:34,495 -- BPR fold [22] iter 49: loss = 1145.6128, delta_loss = -36.67982, learn_rate = 0.009434259
[DEBUG] 2017-09-29 14:51:34,500 -- BPR fold [22] iter 50: loss = 1074.2822, delta_loss = 71.33053, learn_rate = 0.0047171293
[DEBUG] 2017-09-29 14:51:34,505 -- BPR fold [22] iter 51: loss = 1073.0146, delta_loss = 1.267571, learn_rate = 0.004952986
[DEBUG] 2017-09-29 14:51:34,514 -- BPR fold [22] iter 52: loss = 1082.3391, delta_loss = -9.324471, learn_rate = 0.005200635
[DEBUG] 2017-09-29 14:51:34,519 -- BPR fold [22] iter 53: loss = 1115.6014, delta_loss = -33.262383, learn_rate = 0.0026003176
[DEBUG] 2017-09-29 14:51:34,524 -- BPR fold [22] iter 54: loss = 1028.4062, delta_loss = 87.1953, learn_rate = 0.0013001588
[DEBUG] 2017-09-29 14:51:34,531 -- BPR fold [22] iter 55: loss = 1104.769, delta_loss = -76.36287, learn_rate = 0.0013651667
[DEBUG] 2017-09-29 14:51:34,538 -- BPR fold [22] iter 56: loss = 1056.7318, delta_loss = 48.03724, learn_rate = 6.8258337E-4
[DEBUG] 2017-09-29 14:51:34,549 -- BPR fold [22] iter 57: loss = 1063.2203, delta_loss = -6.4885373, learn_rate = 7.167125E-4
[DEBUG] 2017-09-29 14:51:34,558 -- BPR fold [22] iter 58: loss = 1021.795, delta_loss = 41.42535, learn_rate = 3.5835625E-4
[DEBUG] 2017-09-29 14:51:34,566 -- BPR fold [22] iter 59: loss = 1094.8627, delta_loss = -73.06761, learn_rate = 3.7627408E-4
[DEBUG] 2017-09-29 14:51:34,572 -- BPR fold [22] iter 60: loss = 1024.2336, delta_loss = 70.628944, learn_rate = 1.8813704E-4
[DEBUG] 2017-09-29 14:51:34,581 -- BPR fold [22] iter 61: loss = 1010.25745, delta_loss = 13.976225, learn_rate = 1.975439E-4
[DEBUG] 2017-09-29 14:51:34,586 -- BPR fold [22] iter 62: loss = 1005.0163, delta_loss = 5.241183, learn_rate = 2.0742108E-4
[DEBUG] 2017-09-29 14:51:34,591 -- BPR fold [22] iter 63: loss = 1018.2169, delta_loss = -13.20066, learn_rate = 2.1779214E-4
[DEBUG] 2017-09-29 14:51:34,597 -- BPR fold [22] iter 64: loss = 962.85376, delta_loss = 55.363155, learn_rate = 1.0889607E-4
[DEBUG] 2017-09-29 14:51:34,602 -- BPR fold [22] iter 65: loss = 1051.2001, delta_loss = -88.346344, learn_rate = 1.1434087E-4
[DEBUG] 2017-09-29 14:51:34,607 -- BPR fold [22] iter 66: loss = 1041.4785, delta_loss = 9.721604, learn_rate = 5.7170437E-5
[DEBUG] 2017-09-29 14:51:34,614 -- BPR fold [22] iter 67: loss = 1017.9427, delta_loss = 23.535849, learn_rate = 6.0028957E-5
[DEBUG] 2017-09-29 14:51:34,620 -- BPR fold [22] iter 68: loss = 1041.4603, delta_loss = -23.517672, learn_rate = 6.3030406E-5
[DEBUG] 2017-09-29 14:51:34,630 -- BPR fold [22] iter 69: loss = 1049.5985, delta_loss = -8.13815, learn_rate = 3.1515203E-5
[DEBUG] 2017-09-29 14:51:34,636 -- BPR fold [22] iter 70: loss = 1055.2831, delta_loss = -5.68455, learn_rate = 1.5757601E-5
[DEBUG] 2017-09-29 14:51:34,654 -- BPR fold [22] iter 71: loss = 1034.0066, delta_loss = 21.276402, learn_rate = 7.878801E-6
[DEBUG] 2017-09-29 14:51:34,664 -- BPR fold [22] iter 72: loss = 1052.2495, delta_loss = -18.242832, learn_rate = 8.272741E-6
[DEBUG] 2017-09-29 14:51:34,670 -- BPR fold [22] iter 73: loss = 1079.5603, delta_loss = -27.31084, learn_rate = 4.1363705E-6
[DEBUG] 2017-09-29 14:51:34,675 -- BPR fold [22] iter 74: loss = 1070.1719, delta_loss = 9.38839, learn_rate = 2.0681853E-6
[DEBUG] 2017-09-29 14:51:34,682 -- BPR fold [22] iter 75: loss = 1018.24475, delta_loss = 51.927177, learn_rate = 2.1715944E-6
[DEBUG] 2017-09-29 14:51:34,689 -- BPR fold [22] iter 76: loss = 1064.9259, delta_loss = -46.681164, learn_rate = 2.2801742E-6
[DEBUG] 2017-09-29 14:51:34,696 -- BPR fold [22] iter 77: loss = 1049.05, delta_loss = 15.875883, learn_rate = 1.1400871E-6
[DEBUG] 2017-09-29 14:51:34,701 -- BPR fold [22] iter 78: loss = 1011.5734, delta_loss = 37.47658, learn_rate = 1.1970915E-6
[DEBUG] 2017-09-29 14:51:34,706 -- BPR fold [22] iter 79: loss = 1008.18274, delta_loss = 3.39069, learn_rate = 1.256946E-6
[DEBUG] 2017-09-29 14:51:34,718 -- BPR fold [22] iter 80: loss = 1038.2316, delta_loss = -30.04878, learn_rate = 1.3197933E-6
[DEBUG] 2017-09-29 14:51:34,724 -- BPR fold [22] iter 81: loss = 1068.071, delta_loss = -29.839571, learn_rate = 6.5989667E-7
[DEBUG] 2017-09-29 14:51:34,731 -- BPR fold [22] iter 82: loss = 1015.78186, delta_loss = 52.289257, learn_rate = 3.2994834E-7
[DEBUG] 2017-09-29 14:51:34,737 -- BPR fold [22] iter 83: loss = 1057.3632, delta_loss = -41.581264, learn_rate = 3.4644574E-7
[DEBUG] 2017-09-29 14:51:34,747 -- BPR fold [22] iter 84: loss = 1036.0325, delta_loss = 21.330675, learn_rate = 1.7322287E-7
[DEBUG] 2017-09-29 14:51:34,754 -- BPR fold [22] iter 85: loss = 1004.3144, delta_loss = 31.718027, learn_rate = 1.8188402E-7
[DEBUG] 2017-09-29 14:51:34,760 -- BPR fold [22] iter 86: loss = 1049.6207, delta_loss = -45.30632, learn_rate = 1.9097821E-7
[DEBUG] 2017-09-29 14:51:34,765 -- BPR fold [22] iter 87: loss = 1034.1953, delta_loss = 15.425456, learn_rate = 9.5489106E-8
[DEBUG] 2017-09-29 14:51:34,770 -- BPR fold [22] iter 88: loss = 1022.1759, delta_loss = 12.019391, learn_rate = 1.0026356E-7
[DEBUG] 2017-09-29 14:51:34,775 -- BPR fold [22] iter 89: loss = 1056.406, delta_loss = -34.23009, learn_rate = 1.0527674E-7
[DEBUG] 2017-09-29 14:51:34,783 -- BPR fold [22] iter 90: loss = 1009.7708, delta_loss = 46.635174, learn_rate = 5.263837E-8
[DEBUG] 2017-09-29 14:51:34,788 -- BPR fold [22] iter 91: loss = 1031.0686, delta_loss = -21.297754, learn_rate = 5.5270288E-8
[DEBUG] 2017-09-29 14:51:34,794 -- BPR fold [22] iter 92: loss = 983.90186, delta_loss = 47.1667, learn_rate = 2.7635144E-8
[DEBUG] 2017-09-29 14:51:34,799 -- BPR fold [22] iter 93: loss = 1020.3354, delta_loss = -36.43356, learn_rate = 2.9016903E-8
[DEBUG] 2017-09-29 14:51:34,805 -- BPR fold [22] iter 94: loss = 1048.869, delta_loss = -28.533585, learn_rate = 1.4508451E-8
[DEBUG] 2017-09-29 14:51:34,815 -- BPR fold [22] iter 95: loss = 1049.8424, delta_loss = -0.97344816, learn_rate = 7.2542257E-9
[DEBUG] 2017-09-29 14:51:34,822 -- BPR fold [22] iter 96: loss = 1012.74805, delta_loss = 37.094364, learn_rate = 3.6271128E-9
[DEBUG] 2017-09-29 14:51:34,829 -- BPR fold [22] iter 97: loss = 1035.675, delta_loss = -22.92692, learn_rate = 3.808468E-9
[DEBUG] 2017-09-29 14:51:34,835 -- BPR fold [22] iter 98: loss = 988.0637, delta_loss = 47.611298, learn_rate = 1.904234E-9
[DEBUG] 2017-09-29 14:51:34,840 -- BPR fold [22] iter 99: loss = 1090.3468, delta_loss = -102.2831, learn_rate = 1.999446E-9
[DEBUG] 2017-09-29 14:51:34,849 -- BPR fold [22] iter 100: loss = 1051.6042, delta_loss = 38.742493, learn_rate = 9.99723E-10
[DEBUG] 2017-09-29 14:51:34,855 -- BPR fold [22] iter 101: loss = 1025.4944, delta_loss = 26.10996, learn_rate = 1.0497091E-9
[DEBUG] 2017-09-29 14:51:34,861 -- BPR fold [22] iter 102: loss = 1015.93835, delta_loss = 9.555976, learn_rate = 1.1021946E-9
[DEBUG] 2017-09-29 14:51:34,865 -- BPR fold [22] iter 103: loss = 1097.3411, delta_loss = -81.402695, learn_rate = 1.1573043E-9
[DEBUG] 2017-09-29 14:51:34,870 -- BPR fold [22] iter 104: loss = 1099.4834, delta_loss = -2.1423147, learn_rate = 5.786521E-10
[DEBUG] 2017-09-29 14:51:34,875 -- BPR fold [22] iter 105: loss = 975.55316, delta_loss = 123.93018, learn_rate = 2.8932606E-10
[DEBUG] 2017-09-29 14:51:34,881 -- BPR fold [22] iter 106: loss = 1053.6576, delta_loss = -78.104454, learn_rate = 3.0379238E-10
[DEBUG] 2017-09-29 14:51:34,887 -- BPR fold [22] iter 107: loss = 1075.18, delta_loss = -21.522411, learn_rate = 1.5189619E-10
[DEBUG] 2017-09-29 14:51:34,896 -- BPR fold [22] iter 108: loss = 1074.4551, delta_loss = 0.72499645, learn_rate = 7.5948095E-11
[DEBUG] 2017-09-29 14:51:34,903 -- BPR fold [22] iter 109: loss = 1055.2693, delta_loss = 19.185781, learn_rate = 7.9745495E-11
[DEBUG] 2017-09-29 14:51:34,908 -- BPR fold [22] iter 110: loss = 1062.9951, delta_loss = -7.7258396, learn_rate = 8.373277E-11
[DEBUG] 2017-09-29 14:51:34,923 -- BPR fold [22] iter 111: loss = 1046.681, delta_loss = 16.314047, learn_rate = 4.1866385E-11
[DEBUG] 2017-09-29 14:51:34,931 -- BPR fold [22] iter 112: loss = 1101.6086, delta_loss = -54.927525, learn_rate = 4.3959707E-11
[DEBUG] 2017-09-29 14:51:34,937 -- BPR fold [22] iter 113: loss = 1009.14624, delta_loss = 92.462364, learn_rate = 2.1979854E-11
[DEBUG] 2017-09-29 14:51:34,942 -- BPR fold [22] iter 114: loss = 1044.0859, delta_loss = -34.939735, learn_rate = 2.3078846E-11
[DEBUG] 2017-09-29 14:51:34,949 -- BPR fold [22] iter 115: loss = 1008.4836, delta_loss = 35.602367, learn_rate = 1.1539423E-11
[DEBUG] 2017-09-29 14:51:34,954 -- BPR fold [22] iter 116: loss = 1063.839, delta_loss = -55.355442, learn_rate = 1.2116394E-11
[DEBUG] 2017-09-29 14:51:34,959 -- BPR fold [22] iter 117: loss = 980.58044, delta_loss = 83.25861, learn_rate = 6.058197E-12
[DEBUG] 2017-09-29 14:51:34,964 -- BPR fold [22] iter 118: loss = 1053.2847, delta_loss = -72.70427, learn_rate = 6.361107E-12
[DEBUG] 2017-09-29 14:51:34,969 -- BPR fold [22] iter 119: loss = 1051.8489, delta_loss = 1.4358367, learn_rate = 3.1805535E-12
[DEBUG] 2017-09-29 14:51:34,974 -- BPR fold [22] iter 120: loss = 1031.7849, delta_loss = 20.063908, learn_rate = 3.339581E-12
[DEBUG] 2017-09-29 14:51:34,982 -- BPR fold [22] iter 121: loss = 1027.1533, delta_loss = 4.631602, learn_rate = 3.50656E-12
[DEBUG] 2017-09-29 14:51:34,987 -- BPR fold [22] iter 122: loss = 1043.7904, delta_loss = -16.637049, learn_rate = 3.681888E-12
[DEBUG] 2017-09-29 14:51:34,998 -- BPR fold [22] iter 123: loss = 1057.1578, delta_loss = -13.367392, learn_rate = 1.840944E-12
[DEBUG] 2017-09-29 14:51:35,006 -- BPR fold [22] iter 124: loss = 1036.9309, delta_loss = 20.226862, learn_rate = 9.20472E-13
[DEBUG] 2017-09-29 14:51:35,018 -- BPR fold [22] iter 125: loss = 1044.9478, delta_loss = -8.016832, learn_rate = 9.664957E-13
[DEBUG] 2017-09-29 14:51:35,023 -- BPR fold [22] iter 126: loss = 1019.13617, delta_loss = 25.811579, learn_rate = 4.8324783E-13
[DEBUG] 2017-09-29 14:51:35,030 -- BPR fold [22] iter 127: loss = 1040.8026, delta_loss = -21.6664, learn_rate = 5.074102E-13
[DEBUG] 2017-09-29 14:51:35,035 -- BPR fold [22] iter 128: loss = 1015.5481, delta_loss = 25.254461, learn_rate = 2.537051E-13
[DEBUG] 2017-09-29 14:51:35,040 -- BPR fold [22] iter 129: loss = 1059.854, delta_loss = -44.305847, learn_rate = 2.6639037E-13
[DEBUG] 2017-09-29 14:51:35,051 -- BPR fold [22] iter 130: loss = 1028.7542, delta_loss = 31.099806, learn_rate = 1.3319519E-13
[DEBUG] 2017-09-29 14:51:35,056 -- BPR fold [22] iter 131: loss = 1078.7574, delta_loss = -50.003334, learn_rate = 1.3985494E-13
[DEBUG] 2017-09-29 14:51:35,061 -- BPR fold [22] iter 132: loss = 1007.00134, delta_loss = 71.75617, learn_rate = 6.992747E-14
[DEBUG] 2017-09-29 14:51:35,066 -- BPR fold [22] iter 133: loss = 1073.4844, delta_loss = -66.483055, learn_rate = 7.3423845E-14
[DEBUG] 2017-09-29 14:51:35,071 -- BPR fold [22] iter 134: loss = 1041.7405, delta_loss = 31.743845, learn_rate = 3.6711922E-14
[DEBUG] 2017-09-29 14:51:35,076 -- BPR fold [22] iter 135: loss = 1027.7738, delta_loss = 13.966674, learn_rate = 3.8547517E-14
[DEBUG] 2017-09-29 14:51:35,083 -- BPR fold [22] iter 136: loss = 1036.6495, delta_loss = -8.875647, learn_rate = 4.0474893E-14
[DEBUG] 2017-09-29 14:51:35,088 -- BPR fold [22] iter 137: loss = 1068.029, delta_loss = -31.379486, learn_rate = 2.0237447E-14
[DEBUG] 2017-09-29 14:51:35,093 -- BPR fold [22] iter 138: loss = 1092.1042, delta_loss = -24.07529, learn_rate = 1.0118723E-14
[DEBUG] 2017-09-29 14:51:35,099 -- BPR fold [22] iter 139: loss = 1087.6411, delta_loss = 4.463211, learn_rate = 5.0593617E-15
[DEBUG] 2017-09-29 14:51:35,107 -- BPR fold [22] iter 140: loss = 1026.8295, delta_loss = 60.811577, learn_rate = 5.3123298E-15
[DEBUG] 2017-09-29 14:51:35,118 -- BPR fold [22] iter 141: loss = 1035.7838, delta_loss = -8.954276, learn_rate = 5.577946E-15
[DEBUG] 2017-09-29 14:51:35,124 -- BPR fold [22] iter 142: loss = 1001.9814, delta_loss = 33.80241, learn_rate = 2.788973E-15
[DEBUG] 2017-09-29 14:51:35,132 -- BPR fold [22] iter 143: loss = 1064.3171, delta_loss = -62.335712, learn_rate = 2.9284218E-15
[DEBUG] 2017-09-29 14:51:35,137 -- BPR fold [22] iter 144: loss = 981.0146, delta_loss = 83.302505, learn_rate = 1.4642109E-15
[DEBUG] 2017-09-29 14:51:35,142 -- BPR fold [22] iter 145: loss = 971.7201, delta_loss = 9.2944765, learn_rate = 1.5374214E-15
[DEBUG] 2017-09-29 14:51:35,150 -- BPR fold [22] iter 146: loss = 1032.8677, delta_loss = -61.1476, learn_rate = 1.6142925E-15
[DEBUG] 2017-09-29 14:51:35,156 -- BPR fold [22] iter 147: loss = 1037.6458, delta_loss = -4.778023, learn_rate = 8.0714627E-16
[DEBUG] 2017-09-29 14:51:35,164 -- BPR fold [22] iter 148: loss = 1055.5858, delta_loss = -17.940073, learn_rate = 4.0357314E-16
[DEBUG] 2017-09-29 14:51:35,169 -- BPR fold [22] iter 149: loss = 1036.4755, delta_loss = 19.110281, learn_rate = 2.0178657E-16
[DEBUG] 2017-09-29 14:51:35,174 -- BPR fold [22] iter 150: loss = 1098.4948, delta_loss = -62.019253, learn_rate = 2.118759E-16
[DEBUG] 2017-09-29 14:51:35,186 -- BPR fold [22] iter 151: loss = 1062.6871, delta_loss = 35.807667, learn_rate = 1.0593795E-16
[DEBUG] 2017-09-29 14:51:35,202 -- BPR fold [22] iter 152: loss = 1034.787, delta_loss = 27.900087, learn_rate = 1.1123484E-16
[DEBUG] 2017-09-29 14:51:35,214 -- BPR fold [22] iter 153: loss = 1030.4661, delta_loss = 4.3208976, learn_rate = 1.1679658E-16
[DEBUG] 2017-09-29 14:51:35,220 -- BPR fold [22] iter 154: loss = 1031.9614, delta_loss = -1.4953746, learn_rate = 1.2263641E-16
[DEBUG] 2017-09-29 14:51:35,225 -- BPR fold [22] iter 155: loss = 1032.6436, delta_loss = -0.68203324, learn_rate = 6.1318204E-17
[DEBUG] 2017-09-29 14:51:35,231 -- BPR fold [22] iter 156: loss = 1033.8335, delta_loss = -1.190024, learn_rate = 3.0659102E-17
[DEBUG] 2017-09-29 14:51:35,235 -- BPR fold [22] iter 157: loss = 1046.9445, delta_loss = -13.110969, learn_rate = 1.5329551E-17
[DEBUG] 2017-09-29 14:51:35,240 -- BPR fold [22] iter 158: loss = 1040.427, delta_loss = 6.5174565, learn_rate = 7.6647755E-18
